HOUSEID,PERSONID,R_AGE,R_SEX,EDUC,NUMADLT,VEHID,HHVEHCNT,VEHFUEL,VEHAGE,HOMEOWN,DRVRCNT,HHFAMINC,HHSIZE,URBANSIZE,URBRUR,WRKCOUNT,HOMETYPE,YOUNGCHILD
9000056018,1,74,1,6,1,2,2,1,9,2,1,6,1,6,1,0,1,0
9000056022,1,54,2,4,2,2,2,1,1,1,2,6,2,5,1,1,1,0
9000056034,1,79,1,2,1,1,1,1,9,2,1,3,1,2,1,0,4,0
9000056035,1,55,2,6,2,2,2,1,3,1,2,7,4,2,1,1,1,0
9000056036,1,67,1,7,3,2,3,1,6,2,3,8,3,6,2,0,1,0
9000056037,1,67,2,7,1,2,2,1,16,1,1,6,1,2,1,0,1,0
9000056039,1,22,1,6,1,1,2,1,7,3,1,4,1,6,2,1,3,0
9000056043,2,75,1,5,2,1,2,1,4,2,2,7,2,2,1,0,3,0
9000056050,2,92,1,3,2,1,1,1,20,2,1,4,2,4,1,0,1,0
9000056056,1,32,2,4,2,1,2,1,8,3,2,4,4,4,1,1,3,0
9000056059,1,67,1,7,2,1,2,1,10,2,2,7,2,4,1,0,1,0
9000056076,1,60,2,4,1,1,1,1,8,2,1,6,1,6,2,1,4,0
9000056093,1,62,2,5,2,2,2,1,4,2,2,5,2,1,1,2,1,0
9000056102,1,67,2,7,1,1,1,1,5,3,1,8,1,4,1,1,1,0
9000056109,1,58,1,6,2,2,2,1,14,1,2,8,2,5,1,2,1,0
9000056137,1,66,1,7,2,2,3,2,4,2,2,6,2,6,2,2,1,0
9000056139,1,45,2,3,1,2,2,1,6,3,1,3,1,1,1,1,1,0
9000056142,1,60,2,6,1,1,1,1,14,1,1,4,1,1,1,0,1,0
9000056155,1,43,1,3,1,1,1,1,23,2,1,4,1,6,2,0,1,0
9000056162,2,50,1,6,3,1,3,6,5,3,3,6,3,4,1,2,2,0
9000056168,1,65,2,6,1,1,1,1,6,1,1,7,1,6,1,0,1,0
9000056169,1,29,1,6,1,1,1,1,5,1,1,11,1,2,1,1,2,0
9000056183,1,72,2,6,1,1,1,1,3,2,1,6,1,4,1,0,1,0
9000056201,1,36,1,6,2,1,3,1,7,1,2,8,5,1,1,2,1,3
9000056203,2,62,2,7,2,1,3,1,7,1,2,11,2,4,1,1,1,0
9000056230,2,73,1,7,2,2,2,1,2,1,2,5,2,4,1,0,2,0
9000056235,1,36,1,6,2,1,2,1,4,1,2,8,4,5,1,2,1,2
9000056265,1,70,2,7,2,2,2,1,17,2,2,7,2,6,2,0,1,0
9000056267,1,49,1,6,2,2,2,1,4,1,2,9,3,3,1,2,1,0
9000056268,1,92,2,6,1,1,1,1,12,2,1,7,1,6,2,0,1,0
9000056270,1,26,2,6,1,1,1,1,3,3,1,5,1,3,1,1,3,0
9000056271,1,33,1,7,1,1,1,1,7,3,1,8,1,4,1,1,3,0
9000056279,1,65,1,4,1,3,3,1,3,2,1,7,1,3,1,1,2,0
9000056306,1,46,2,7,1,2,3,1,4,1,2,5,2,1,1,1,1,0
9000056312,2,61,2,3,2,1,3,1,12,1,2,2,2,5,1,0,1,0
9000056324,2,33,1,3,2,1,1,1,21,3,1,1,2,5,1,0,3,0
9000056349,1,35,2,5,2,1,1,1,7,3,1,5,3,5,1,2,3,0
9000056357,1,81,2,3,1,1,1,1,4,2,1,4,1,5,1,1,1,0
9000056378,2,66,2,5,2,1,1,1,1,1,2,9,2,4,1,0,1,0
9000056382,2,71,1,8,2,1,2,1,4,1,2,8,2,6,1,0,1,0
9000056392,4,92,2,1,4,1,1,1,24,2,2,7,4,5,1,0,1,0
9000056395,1,81,2,6,1,1,1,1,2,1,1,5,1,6,1,0,1,0
9000056396,2,74,1,4,2,1,2,1,9,2,2,7,2,6,2,0,1,0
9000056403,1,75,2,3,1,1,1,1,7,2,1,5,1,6,2,0,2,0
9000056412,1,69,2,6,2,2,2,6,3,2,2,7,2,1,1,0,1,0
9000056413,2,79,2,4,2,2,2,1,7,2,2,7,2,6,2,0,1,0
9000056416,1,40,1,4,1,1,1,1,4,3,1,6,2,1,1,1,1,0
9000056430,2,64,2,7,2,2,3,1,3,2,2,11,2,6,2,1,1,0
9000056434,2,69,1,4,2,3,3,6,1,2,2,7,2,4,1,1,1,0
9000056447,1,38,1,4,1,1,2,1,15,3,1,3,2,5,1,1,2,0
9000056458,3,79,2,1,7,1,5,1,1,1,6,11,9,5,1,5,1,2
9000056459,2,87,2,6,2,2,2,1,2,2,2,7,2,2,1,0,2,0
9000056471,2,73,2,4,2,2,3,1,7,3,2,6,2,5,1,2,1,0
9000056478,1,55,1,3,1,1,1,1,2,4,1,5,1,6,2,1,1,0
9000056501,2,71,1,4,2,2,3,1,10,1,2,7,2,5,1,0,1,0
9000056502,1,40,2,6,2,1,3,1,3,1,3,10,4,5,1,2,1,0
9000056521,1,71,1,5,2,2,2,1,6,1,2,6,2,6,2,0,1,0
9000056522,2,37,1,5,2,1,2,1,2,1,2,6,5,1,1,1,1,2
9000056564,2,70,2,4,2,2,2,1,6,2,2,7,2,6,2,0,1,0
9000056566,1,66,1,5,2,3,3,6,1,2,2,9,2,2,1,1,1,0
9000056572,1,65,1,6,3,2,3,1,2,2,3,5,3,1,1,3,1,0
9000056591,1,84,1,3,2,1,3,4,8,2,2,5,2,2,1,0,1,0
9000056598,1,70,2,4,3,2,2,1,4,1,3,6,4,6,2,3,1,0
9000056602,1,75,1,4,2,1,1,1,14,1,1,5,2,6,2,0,1,0
9000056603,1,67,1,7,3,1,3,1,4,1,3,7,3,3,1,1,1,0
9000056611,1,56,1,3,3,1,3,1,11,2,3,5,3,6,2,1,1,0
9000056612,1,29,2,6,2,1,2,6,19,3,2,2,2,6,1,2,3,0
9000056615,1,45,2,7,2,3,3,2,6,2,3,11,4,5,1,2,1,0
9000056617,1,45,1,7,2,1,3,1,8,1,2,10,4,4,1,2,1,1
9000056622,1,92,2,4,1,1,1,1,8,1,1,6,1,1,1,0,1,0
9000056624,2,51,1,7,2,1,2,1,4,3,2,8,2,5,1,1,1,0
9000056634,1,56,1,5,2,1,5,2,2,1,2,11,2,2,1,1,1,0
9000056643,1,77,1,5,2,2,2,1,6,1,2,4,2,3,1,0,1,0
9000056670,1,56,1,7,1,1,1,1,18,3,1,4,1,6,1,0,3,0
9000056691,1,70,2,6,2,1,2,6,10,2,2,5,2,1,1,0,4,0
9000056695,1,48,2,7,2,2,2,1,10,1,1,6,2,5,1,1,2,0
9000056697,1,82,2,4,1,1,1,1,10,1,1,6,1,6,2,0,1,0
9000056698,1,74,1,7,2,2,2,1,7,2,2,9,2,3,1,2,2,0
9000056719,4,86,2,1,4,3,3,1,4,2,3,5,4,4,1,3,1,0
9000056726,1,61,1,7,1,2,2,1,7,2,1,6,1,4,1,0,1,0
9000056730,1,48,2,2,1,1,1,1,14,3,1,4,1,5,1,1,3,0
9000056735,2,70,2,7,2,2,2,-9,3,1,2,7,2,6,2,0,1,0
9000056750,1,59,1,8,3,1,3,1,4,2,3,11,3,3,1,1,1,0
9000056754,1,49,2,6,1,1,1,1,7,3,2,8,3,4,1,1,1,0
9000056789,1,41,2,6,3,1,2,1,10,3,2,7,3,2,1,3,3,0
9000056796,1,28,1,6,1,1,1,1,23,3,1,6,1,5,1,1,3,0
9000056812,1,28,1,6,1,1,1,6,11,3,1,6,1,4,1,1,3,0
9000056815,1,72,1,4,1,1,1,1,3,2,1,6,1,5,1,0,4,0
9000056826,2,84,2,3,2,1,1,1,15,3,1,3,2,2,1,0,3,0
9000056835,1,76,2,7,1,1,1,1,2,2,1,11,1,4,1,1,1,0
9000056838,1,30,2,6,1,1,1,1,11,3,1,7,1,2,1,1,3,0
9000056852,1,31,1,7,1,1,2,1,6,3,1,7,1,5,1,1,3,0
9000056854,1,67,1,7,1,1,1,1,12,3,1,6,1,1,1,1,1,0
9000056869,1,25,1,6,1,1,1,1,13,1,1,6,1,2,1,1,1,0
9000056878,3,63,1,4,3,3,3,1,8,1,3,8,3,6,2,1,1,0
9000056880,1,58,1,6,4,1,3,2,8,1,4,10,4,4,1,2,1,0
9000056915,1,31,1,6,1,1,2,1,8,3,1,6,1,1,1,1,3,0
9000056921,1,64,1,8,2,1,2,1,12,1,2,10,2,4,1,2,1,0
9000056926,1,68,1,6,1,1,1,1,11,2,1,9,1,1,1,1,1,0
9000056931,1,48,2,4,2,3,3,1,3,1,2,5,2,2,1,1,1,0
9000056933,2,79,1,6,2,3,4,1,2,2,2,11,2,6,2,0,1,0
9000056959,1,54,1,6,2,1,2,1,11,1,2,9,2,3,1,2,1,0
9000056960,1,54,1,4,2,1,4,1,1,1,2,8,2,4,1,2,1,0
9000056962,1,49,1,6,1,1,1,1,5,1,1,7,2,5,1,1,1,1
9000056968,1,35,1,4,2,1,2,1,3,1,2,6,4,4,1,2,1,0
9000056987,1,53,2,6,1,1,1,1,1,1,1,6,1,5,1,1,2,0
9000056995,2,34,1,7,2,1,2,1,7,1,2,11,3,4,1,2,1,1
9000057003,2,79,1,7,2,2,2,1,4,1,2,-7,2,6,2,0,1,0
9000057035,1,73,2,7,1,1,1,1,3,2,1,6,1,3,1,0,1,0
9000057069,1,29,1,6,2,1,1,5,1,3,2,10,2,4,1,1,3,0
9000057074,1,56,1,6,1,1,1,1,10,1,1,6,1,4,1,1,1,0
9000057091,1,50,2,6,2,1,2,1,3,1,2,9,2,2,1,2,1,0
9000057102,1,63,2,7,2,2,2,1,3,1,2,7,2,1,1,2,2,0
9000057111,1,61,2,3,1,1,1,1,17,1,1,1,1,2,1,0,2,0
9000057113,1,55,2,2,1,1,1,1,22,2,1,1,1,4,1,0,1,0
9000057119,1,50,1,6,1,1,1,1,16,2,1,8,1,4,1,1,1,0
9000057128,1,49,2,5,2,3,3,1,4,2,2,9,4,6,2,2,1,0
9000057134,1,32,1,6,2,2,2,1,5,1,2,8,2,2,1,2,1,0
9000057137,1,44,1,6,1,1,2,1,6,2,1,5,1,4,1,1,2,0
9000057160,1,54,1,5,1,1,1,1,5,3,1,7,1,4,1,1,3,0
9000057190,1,41,1,6,1,2,2,1,5,1,1,7,1,5,1,1,1,0
9000057197,1,75,1,5,2,2,2,1,3,2,2,9,2,5,1,2,1,0
9000057203,1,68,1,4,2,1,2,1,1,2,2,8,2,5,1,2,1,0
9000057204,2,27,1,5,2,2,2,1,2,1,2,7,2,5,1,2,1,0
9000057210,2,50,1,1,2,1,3,1,4,1,2,6,2,1,1,2,1,0
9000057232,4,88,2,6,4,1,2,1,7,1,3,7,4,5,1,3,1,0
9000057241,1,36,2,8,2,2,2,1,3,1,2,10,5,6,2,2,1,1
9000057245,1,62,1,6,3,1,3,1,4,2,3,10,3,1,1,2,1,0
9000057266,1,36,2,7,2,1,1,6,4,1,2,10,3,4,1,2,1,1
9000057281,1,76,1,6,2,1,2,1,1,1,2,8,2,5,1,2,1,0
9000057283,1,67,1,6,3,1,2,1,18,2,3,8,4,5,1,3,1,0
9000057284,2,73,2,3,2,1,2,1,1,2,2,7,2,6,2,1,1,0
9000057288,2,62,1,3,2,1,2,1,4,2,2,6,2,6,2,0,1,0
9000057297,1,47,1,5,2,1,1,1,15,3,1,5,7,4,1,2,2,2
9000057306,1,43,1,4,2,1,1,1,6,1,2,3,4,6,2,1,1,0
9000057339,3,60,1,1,3,1,2,1,7,4,2,3,3,6,2,1,4,0
9000057352,1,79,1,3,2,1,1,2,5,1,2,5,2,6,2,0,1,0
9000057353,1,67,2,6,1,1,1,1,11,3,1,6,1,4,1,0,1,0
9000057355,1,77,1,3,2,2,3,1,1,2,2,6,2,6,2,0,1,0
9000057364,1,52,1,5,1,3,8,1,1,2,1,10,1,6,2,1,1,0
9000057392,4,65,1,1,4,1,1,1,40,3,3,1,4,6,2,1,3,0
9000057394,2,28,1,4,3,1,2,1,3,3,2,8,4,4,1,0,3,1
9000057415,1,73,2,7,1,1,1,1,16,1,1,8,1,1,1,1,1,0
9000057421,3,58,1,8,7,1,2,1,1,4,4,1,7,4,1,0,1,0
9000057428,1,43,1,4,1,1,1,1,17,3,1,5,1,2,1,1,3,0
9000057430,1,72,1,4,2,2,2,1,1,1,2,10,2,5,1,1,1,0
9000057454,1,74,1,5,2,1,1,1,6,1,1,6,2,6,2,0,1,0
9000057458,2,63,1,2,3,2,3,1,3,2,3,9,3,6,2,2,1,0
9000057461,1,59,2,8,2,2,2,1,10,1,2,8,2,6,2,2,1,0
9000057462,2,68,1,5,2,1,4,1,3,2,2,7,2,6,2,1,1,0
9000057465,1,54,2,7,2,1,2,6,1,1,2,10,2,5,1,2,1,0
9000057468,2,57,1,6,3,1,3,6,1,1,3,11,5,3,1,2,1,0
9000057485,1,65,2,8,2,3,3,1,1,1,2,8,2,3,1,1,1,0
9000057494,1,75,1,6,2,1,3,1,2,1,2,6,2,6,2,0,1,0
9000057495,2,44,1,6,3,2,5,6,1,1,3,7,7,6,2,1,1,2
9000057511,1,33,2,8,2,2,3,1,9,1,2,7,3,3,1,1,1,1
9000057518,1,25,1,6,1,1,1,1,7,1,1,7,1,6,2,1,1,0
9000057520,1,42,1,2,2,1,2,1,1,1,2,8,2,6,2,2,1,0
9000057522,1,74,2,4,2,1,2,1,7,1,2,6,2,6,2,0,1,0
9000057527,1,82,1,4,1,1,4,1,1,2,1,6,1,6,2,0,1,0
9000057536,1,92,1,6,3,2,2,6,1,1,2,7,3,1,1,0,1,0
9000057555,1,73,2,7,1,1,1,1,7,2,1,6,1,6,2,0,1,0
9000057577,2,42,1,6,2,1,2,1,3,3,2,8,4,3,1,2,2,1
9000057585,1,43,1,6,1,1,2,1,5,1,1,9,1,4,1,1,1,0
9000057587,1,49,1,6,2,1,2,1,1,1,2,11,4,6,2,1,1,0
9000057605,1,68,1,3,2,1,2,1,3,2,2,4,2,6,2,0,1,0
9000057607,1,78,1,8,2,1,2,1,7,2,2,1,2,6,2,0,1,0
9000057611,2,35,2,6,2,2,3,1,6,1,2,10,2,6,2,2,1,0
9000057619,1,66,1,6,2,1,2,1,12,2,2,6,2,2,1,0,1,0
9000057635,1,23,2,5,2,1,2,1,3,1,2,6,2,6,2,2,4,0
9000057637,2,52,1,4,2,1,1,1,17,3,1,2,2,6,2,0,4,0
9000057640,1,67,1,5,1,1,1,1,17,2,1,6,1,6,2,0,1,0
9000057641,1,55,1,8,2,3,3,5,4,1,2,11,3,4,1,2,1,0
9000057647,1,24,1,3,2,1,2,1,16,2,1,6,3,6,2,1,4,1
9000057666,2,47,1,4,2,1,5,1,2,1,2,8,3,6,2,0,1,0
9000057671,1,40,-7,6,2,1,1,1,14,2,2,1,2,6,2,0,1,0
9000057674,1,65,1,6,3,2,2,1,12,2,3,6,3,6,2,2,1,0
9000057677,2,59,1,3,2,1,1,1,20,1,2,3,2,6,2,0,1,0
9000057697,1,65,1,4,2,1,3,1,1,1,2,11,2,6,2,1,1,0
9000057709,1,75,1,6,3,2,2,1,5,2,2,9,3,6,2,0,1,0
9000057716,1,38,2,5,2,1,2,1,4,1,2,6,4,6,2,2,1,0
9000057725,1,66,1,5,1,2,2,1,25,2,1,5,1,3,1,0,1,0
9000057734,2,72,2,6,2,1,1,1,8,1,2,6,2,6,2,0,1,0
9000057737,1,83,2,2,4,1,1,1,20,2,2,2,5,6,2,1,4,0
9000057748,1,72,2,5,1,1,1,6,11,1,1,6,1,2,1,0,1,0
9000057758,1,72,1,4,2,1,2,4,1,2,2,6,2,6,2,0,1,0
9000057767,1,75,1,7,2,3,3,1,3,2,2,6,2,6,2,0,1,0
9000057774,2,39,2,4,3,1,5,1,1,1,4,8,7,6,2,3,1,0
9000057777,1,71,1,6,2,1,3,1,7,1,2,5,2,6,2,1,1,0
9000057785,2,32,1,5,2,1,3,4,4,1,2,9,6,6,2,2,1,1
9000057791,1,71,1,4,2,1,2,1,8,1,2,2,2,6,2,0,1,0
9000057806,1,37,1,7,2,2,4,1,3,1,2,8,5,6,2,2,1,0
9000057820,2,52,2,3,3,1,6,1,5,1,3,9,3,6,2,3,1,0
9000057822,1,65,1,4,2,1,2,1,2,2,2,8,2,6,2,0,1,0
9000057844,1,69,1,7,1,1,1,1,5,2,1,6,1,6,2,0,1,0
9000057855,2,37,1,6,2,1,3,1,1,1,2,9,5,6,2,2,1,1
9000057867,1,57,2,8,1,1,1,1,6,1,1,11,1,6,2,1,1,0
9000057873,1,64,2,1,3,2,2,1,7,2,2,3,3,6,2,0,5,0
9000057875,2,47,2,5,3,1,1,1,7,3,1,5,3,6,1,3,1,0
9000057887,2,78,2,6,2,1,2,1,12,2,2,6,2,6,2,0,1,0
9000057898,1,52,1,7,3,3,4,5,1,1,4,11,4,6,2,2,1,0
9000057901,2,64,2,4,2,1,2,1,4,2,2,6,2,6,2,1,1,0
9000057906,2,65,2,4,2,2,4,1,9,1,2,10,2,6,2,2,1,0
9000057907,1,51,1,4,2,3,3,1,3,1,3,6,4,6,1,2,1,0
9000057918,1,72,2,4,2,2,2,1,6,1,2,7,2,6,2,1,1,0
9000057934,1,45,1,3,2,3,3,2,6,1,2,10,3,6,2,1,1,0
9000057936,1,74,1,3,2,2,3,1,12,2,2,-7,2,6,2,0,1,0
9000057949,1,64,2,5,2,3,3,1,5,2,2,4,2,6,2,2,1,0
9000057955,1,46,1,3,1,3,3,1,5,1,2,7,2,6,2,1,1,0
9000057959,2,56,2,6,2,2,2,1,2,3,2,9,2,2,1,2,2,0
9000057967,1,92,2,4,1,1,1,1,19,3,1,3,1,6,1,0,2,0
9000057969,2,67,1,4,2,1,3,1,4,1,2,9,2,6,2,2,1,0
9000057986,2,65,2,6,5,3,5,1,10,2,5,6,5,6,2,5,4,0
9000058014,2,63,2,4,2,1,2,2,1,2,2,7,2,6,2,2,1,0
9000058020,1,45,1,3,1,1,3,1,6,2,1,5,1,6,2,1,1,0
9000058036,1,69,1,5,2,1,3,1,19,1,2,2,2,6,2,1,1,0
9000058038,1,72,2,5,1,2,2,1,3,2,1,6,1,6,2,0,1,0
9000058056,1,54,2,6,1,1,1,1,10,4,1,3,1,1,1,0,1,0
9000058065,2,68,1,3,2,1,2,1,1,1,2,8,2,2,1,1,1,0
9000058067,2,75,1,4,2,1,1,6,1,1,2,6,2,6,2,2,1,0
9000058070,1,70,2,7,2,1,2,1,3,1,2,8,2,1,1,0,1,0
9000058075,1,40,1,8,2,2,2,1,7,1,2,10,5,6,1,1,1,1
9000071657,1,81,2,4,1,1,2,1,13,1,1,-7,1,6,2,0,1,0
9000071695,1,38,1,6,1,1,1,1,3,3,1,10,1,5,1,1,3,0
9000071719,1,80,1,7,1,1,1,1,1,3,1,1,1,2,1,0,3,0
9000071722,1,75,1,6,2,1,2,1,7,1,2,6,2,6,1,0,1,0
9000071725,1,75,2,3,1,1,1,1,10,2,1,3,1,2,1,0,4,0
9000071741,3,26,-7,3,2,1,1,1,5,3,2,1,4,2,1,0,2,2
9000071747,1,28,1,6,3,3,3,1,5,1,3,7,3,6,1,3,1,0
9000071751,2,38,2,7,2,1,2,1,7,1,2,10,6,1,1,2,1,0
9000071758,1,30,2,6,1,1,1,1,12,3,1,7,1,2,1,1,3,0
9000071761,1,61,2,5,1,1,1,1,6,3,1,1,1,4,1,1,3,0
9000071782,2,37,1,5,2,1,2,1,1,1,2,10,5,6,2,2,1,0
9000071786,2,42,2,6,2,2,2,1,4,1,3,10,5,6,2,2,1,0
9000071793,1,83,2,8,2,3,3,1,2,2,2,10,2,6,1,0,1,0
9000071802,1,38,2,4,2,1,3,1,7,3,2,5,3,5,1,2,1,0
9000071826,1,24,2,4,2,1,1,1,22,3,1,3,2,2,1,2,3,0
9000071832,1,56,1,7,1,1,3,1,8,2,1,6,1,6,1,1,1,0
9000071837,1,92,2,7,1,1,1,1,14,2,1,6,1,6,2,0,1,0
9000071841,1,80,1,7,2,1,2,6,5,2,2,7,2,5,1,0,1,0
9000071854,1,55,1,8,1,1,1,1,5,1,1,8,1,2,1,1,2,0
9000071860,1,67,1,6,2,2,4,1,6,1,2,8,2,1,1,2,1,0
9000071878,2,72,2,6,2,2,2,6,1,2,2,5,2,6,1,0,1,0
9000071903,1,66,2,4,2,1,3,1,8,1,2,6,2,6,2,2,1,0
9000071906,3,63,2,3,3,1,3,1,3,1,3,10,5,4,1,2,1,0
9000071920,1,63,2,4,1,1,1,1,9,1,1,8,1,5,1,1,1,0
9000071921,1,39,2,6,2,2,3,1,6,1,2,7,4,3,1,2,1,2
9000071922,2,77,2,6,2,2,2,1,3,2,2,-7,2,6,2,0,1,0
9000071927,1,35,-7,3,1,1,1,1,27,4,1,4,1,3,1,1,4,0
9000071928,2,66,2,1,3,1,2,1,17,2,2,4,3,2,1,0,1,0
9000071951,1,66,2,6,1,1,1,1,5,2,1,4,1,6,1,0,1,0
9000071969,1,66,1,4,3,1,1,1,5,1,2,3,3,6,2,0,1,0
9000071975,2,67,2,5,2,2,2,1,4,1,2,10,2,4,1,1,1,0
9000071979,1,41,1,7,2,2,2,1,5,1,2,11,2,4,1,2,3,0
9000071980,1,37,1,6,1,1,1,1,4,1,1,6,3,3,1,0,3,2
9000071981,1,41,2,7,2,1,2,1,1,1,2,6,5,5,1,2,1,1
9000071986,1,69,1,6,2,1,2,1,11,3,2,3,2,6,2,0,1,0
9000072001,2,59,2,5,2,1,2,1,3,1,2,7,2,6,2,1,1,0
9000072003,2,40,1,2,2,2,2,1,11,1,2,5,4,5,1,1,1,1
9000072016,1,74,1,8,1,1,1,1,19,2,1,4,1,5,1,0,1,0
9000072029,1,56,2,5,3,1,3,6,3,1,3,6,3,3,1,3,1,0
9000072061,1,35,2,5,1,2,2,1,8,1,1,6,1,2,1,1,1,0
9000072085,1,73,1,6,2,1,2,1,9,2,2,7,2,6,2,1,1,0
9000072101,2,30,1,3,2,5,5,1,5,1,2,7,2,6,2,2,1,0
9000072102,1,63,1,5,2,2,3,1,9,2,2,8,2,4,1,1,2,0
9000072110,1,56,1,7,2,1,2,1,7,1,2,11,3,4,1,2,1,0
9000072130,1,68,1,5,2,1,2,1,1,2,2,10,2,3,1,1,1,0
9000072144,2,70,2,6,2,2,2,1,9,1,2,7,2,6,2,0,1,0
9000072145,1,44,2,4,1,1,1,1,18,3,1,3,3,6,1,1,2,0
9000072146,1,50,1,8,3,1,2,1,13,1,2,11,3,3,1,2,1,0
9000072148,3,31,1,3,3,2,3,1,6,3,3,10,3,5,1,3,1,0
9000072154,2,71,2,6,2,1,3,1,3,2,2,7,2,6,2,0,1,0
9000072161,2,29,2,6,2,2,2,1,1,3,2,6,4,6,1,1,2,2
9000072178,1,75,1,7,2,1,3,1,10,1,2,9,2,6,1,2,1,0
9000072191,1,78,2,6,2,2,2,1,1,2,2,11,2,1,1,1,1,0
9000072200,4,78,2,3,4,1,5,1,1,1,4,10,4,6,2,3,1,0
9000072214,1,87,1,8,2,1,2,1,8,2,2,9,2,2,1,0,1,0
9000072228,2,35,1,1,2,1,2,1,14,2,2,2,5,5,1,1,4,0
9000072241,1,31,1,5,2,1,2,1,3,1,2,6,5,5,1,1,1,1
9000072246,1,72,1,4,2,1,2,1,4,2,2,6,2,6,2,0,1,0
9000072255,1,23,2,6,1,1,1,1,5,3,1,3,1,5,1,0,3,0
9000072282,1,53,1,4,2,4,4,1,6,1,2,8,2,5,1,2,1,0
9000072302,1,73,2,3,1,1,1,1,10,2,1,3,1,1,1,0,1,0
9000072336,2,64,1,5,2,2,2,1,1,1,2,-7,2,2,1,1,1,0
9000072337,1,39,1,7,1,2,2,1,17,3,1,3,1,6,1,1,1,0
9000072348,2,71,1,4,2,1,2,1,9,1,2,10,2,4,1,1,1,0
9000072371,1,64,2,4,1,1,1,1,3,1,1,6,1,2,1,1,1,0
9000072392,2,65,2,5,2,2,3,1,1,1,3,5,4,1,1,2,1,0
9000072394,2,53,1,6,2,1,2,2,2,1,2,10,4,6,2,2,1,0
9000072401,1,58,2,3,1,1,1,1,14,1,1,6,1,5,1,1,1,0
9000072411,1,41,1,6,1,1,1,6,1,1,1,7,1,1,1,1,1,0
9000072419,1,40,2,7,1,1,1,1,13,1,1,6,1,2,1,1,2,0
9000072428,1,26,1,5,1,1,1,1,2,3,1,4,1,1,1,1,3,0
9000072430,1,62,2,5,1,1,1,1,14,3,1,5,1,3,1,0,3,0
9000072439,2,40,-7,6,2,1,2,1,9,2,2,4,2,1,1,0,1,0
9000072478,1,63,2,5,1,1,1,1,12,2,1,1,1,6,2,0,1,0
9000072484,1,55,2,5,1,1,1,1,6,2,1,1,1,5,1,0,4,0
9000072517,1,59,2,4,1,1,1,1,17,1,1,4,1,6,2,1,1,0
9000072527,1,59,-7,6,1,1,1,1,18,1,1,4,1,6,1,0,1,0
9000072528,1,64,2,5,1,3,3,1,5,2,1,6,1,6,2,0,1,0
9000072551,1,72,1,8,3,1,2,1,1,1,3,8,3,1,1,0,1,0
9000072555,1,52,1,3,1,1,1,1,10,1,1,8,1,5,1,1,2,0
9000072560,1,59,1,4,3,2,3,1,1,1,3,9,3,2,1,3,1,0
9000072572,1,55,2,6,1,2,2,1,2,1,1,8,1,2,1,1,1,0
9000072575,1,72,2,4,2,1,1,1,15,3,2,4,2,6,1,0,3,0
9000072577,1,53,2,6,2,1,2,6,6,1,2,6,2,6,2,2,4,0
9000072583,2,75,2,7,2,2,2,1,1,2,2,8,2,5,1,0,2,0
9000072586,2,41,2,7,2,1,2,1,1,1,2,10,4,6,1,2,1,0
9000072598,1,87,1,7,2,2,2,1,5,1,2,8,2,5,1,0,1,0
9000072619,1,65,1,5,2,2,2,1,7,2,2,4,2,5,1,0,1,0
9000072635,1,49,2,6,2,1,3,1,1,1,3,9,3,5,1,0,1,0
9000072638,2,63,2,7,3,2,2,1,2,2,1,7,3,3,1,1,1,0
9000072639,1,44,2,8,2,4,4,1,4,1,2,11,2,5,1,2,1,0
9000072649,1,46,2,6,2,1,2,1,1,1,2,9,3,2,1,2,1,0
9000072652,1,59,2,4,2,1,2,6,6,2,2,11,3,2,1,1,1,0
9000072657,2,50,2,6,3,3,3,1,14,1,3,11,3,3,1,3,1,0
9000072670,1,56,2,7,1,1,1,6,13,3,1,9,1,5,1,0,2,0
9000072675,1,78,1,6,2,1,2,1,1,1,2,7,2,2,1,0,1,0
9000072678,4,92,2,2,4,2,3,6,1,2,3,10,4,6,2,0,1,0
9000072684,2,66,2,6,2,2,2,1,1,3,2,5,2,4,1,1,3,0
9000072697,3,69,1,1,4,2,2,1,8,1,3,4,4,6,1,2,1,0
9000072722,1,73,1,6,1,1,1,1,11,2,1,4,1,1,1,0,1,0
9000072730,1,76,2,4,1,1,1,6,6,2,1,4,1,2,1,0,1,0
9000072747,2,80,1,3,2,1,1,1,4,2,1,-7,2,5,1,0,1,0
9000072751,1,78,1,3,2,2,2,1,3,1,2,5,2,5,1,0,1,0
9000072762,1,79,2,4,1,1,1,1,11,1,1,6,1,5,1,0,2,0
9000072770,2,65,1,3,2,2,2,1,12,3,2,7,2,6,2,1,1,0
9000072787,1,29,2,6,2,1,2,1,4,1,2,8,2,5,1,2,1,0
9000072814,2,79,2,6,3,3,3,1,15,2,3,11,6,4,1,1,1,1
9000072820,1,75,1,3,2,2,7,1,4,1,2,6,2,1,1,0,1,0
9000072834,1,69,2,4,3,3,3,1,1,1,3,6,3,5,1,2,1,0
9000072843,2,39,1,3,2,1,1,1,17,3,2,4,7,6,2,2,4,0
9000072849,1,33,1,8,1,1,1,2,7,3,1,1,1,5,1,0,2,0
9000072853,1,75,1,3,2,1,1,1,7,3,2,5,2,5,1,0,2,0
9000072855,1,41,1,4,2,2,2,1,3,1,2,7,3,3,1,2,1,0
9000072870,2,36,2,3,2,1,2,1,1,3,2,7,2,3,1,2,3,0
9000072879,2,75,1,6,2,2,2,1,15,1,2,5,2,5,1,0,1,0
